,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp,b1,b2,b3,b4,b5,r1,r2,r3,r4,r5
159,Maokai,Gragas,Orianna,Jinx,Shen,Nautilus,RekSai,Azir,Corki,Annie,Olaf, Kalista, Alistar,,,Ryze, Sivir, Nidalee,,
160,Ryze,LeeSin,Ahri,Corki,Alistar,Nautilus,Gragas,TwistedFate,Jinx,Shen,Azir, Kalista, RekSai,,,Nidalee, Sivir, Yasuo,,
161,Fizz,Nautilus,TwistedFate,Tristana,Janna,Maokai,Evelynn,Ahri,Vayne,Alistar,Sivir, Vladimir, Diana,,,Ryze, Annie, Kalista,,
162,Rumble,Shyvana,Ahri,Kalista,Braum,Maokai,Evelynn,MasterYi,Corki,Alistar,Nidalee, Gragas, RekSai,,,Ryze, Azir, Orianna,,
163,Maokai,Nidalee,Orianna,KogMaw,Janna,Shen,Gragas,TwistedFate,Corki,Annie,Azir, RekSai, Kalista,,,Ryze, Sivir, Alistar,,
164,Fizz,Gragas,Ezreal,Tristana,Alistar,Hecarim,RekSai,Viktor,Corki,Janna,Azir, Annie, Nidalee,,,Ryze, Sivir, Kalista,,
165,Shen,Vi,Rumble,Tristana,Braum,Gnar,RekSai,Ahri,Corki,Thresh,Azir, Kalista, TwistedFate,,,Nidalee, Sivir, Ryze,,
166,Rumble,Evelynn,Jayce,Tristana,Braum,Maokai,Gragas,Varus,Corki,Alistar,Annie, Kalista, Sivir,,,Vladimir, Ryze, Nidalee,,
167,Maokai,RekSai,TwistedFate,Kalista,Janna,Fizz,Gragas,Yasuo,Sivir,Nautilus,Nidalee, Shen, Alistar,,,Azir, Annie, Ryze,,
168,Maokai,Nidalee,Orianna,Kalista,Karma,Kennen,Gragas,Azir,Sivir,Janna,Alistar, Fizz, Tristana,,,Ryze, Rumble, Braum,,
169,Rumble,RekSai,Viktor,Jinx,Thresh,Maokai,Gragas,KogMaw,Tristana,Janna,Azir, Kalista, Alistar,,,Ryze, Sivir, Fizz,,
170,Vladimir,Elise,Syndra,Vayne,Bard,Shen,LeeSin,Orianna,Sivir,Alistar,Nidalee, TwistedFate, Nautilus,,,Ryze, Kalista, RekSai,,
171,Maokai,Nidalee,Azir,Tristana,Braum,Gnar,Vi,KogMaw,Jinx,Janna,Urgot, Rumble, Sivir,,,Ryze, Shen, Kalista,,
172,Fizz,Gragas,Viktor,Corki,Braum,Maokai,Nidalee,Orianna,KogMaw,Janna,Azir, Sivir, Alistar,,,Ryze, Kalista, Tristana,,
173,Shen,RekSai,Lulu,KogMaw,Braum,Olaf,Gragas,Ezreal,Tristana,Alistar,Rumble, TwistedFate, Kalista,,,Ryze, Sivir, Ahri,,
174,Maokai,Nidalee,Orianna,Lucian,Janna,Shen,Evelynn,Azir,Sivir,Alistar,TwistedFate, KogMaw, LeeSin,,,Ryze, Kalista, Fizz,,
175,Nautilus,Nidalee,Viktor,Jinx,Morgana,Maokai,Gragas,KogMaw,Tristana,Janna,Azir, Annie, Kalista,,,Ryze, Sivir, Fizz,,
176,Khazix,Zac,Zed,Lucian,Thresh,Maokai,Nunu,Orianna,Tristana,Karma,Rumble, RekSai, Kalista,,,Ryze, Nidalee, Vladimir,,
177,Riven,Ekko,Viktor,Sivir,Nautilus,JarvanIV,RekSai,Ezreal,KogMaw,Thresh,Alistar, Annie, Kalista,,,Ryze, Nidalee, Maokai,,
178,Olaf,Gragas,TwistedFate,Ezreal,Janna,Rumble,RekSai,Jayce,Corki,Alistar,Nidalee, Tristana, Braum,,,Ryze, Kalista, Sivir,,
179,Shen,Gragas,Viktor,Sivir,Annie,Gnar,Shyvana,Orianna,Tristana,Karma,Rumble, Kalista, Maokai,,,Ryze, Azir, Nidalee,,
180,Rumble,Gragas,JarvanIV,Sivir,Shen,Kassadin,Elise,Irelia,Draven,Thresh,Evelynn, Zac, Vladimir,,,Ryze, Nidalee, Kalista,,
181,Maokai,Gragas,Azir,Sivir,Annie,Gnar,LeeSin,Viktor,KogMaw,Janna,Nidalee, Shen, Alistar,,,Kalista, Ryze, RekSai,,
182,Shen,Gragas,Orianna,Tristana,Alistar,Maokai,Shyvana,Lulu,Ashe,Braum,Karma, Nidalee, Sivir,,,Ryze, Kalista, Azir,,
183,Gnar,Nidalee,Orianna,KogMaw,Alistar,Maokai,Rengar,TwistedFate,Sivir,Braum,Rumble, Thresh, Kalista,,,Ryze, Shen, Azir,,
184,Maokai,Nidalee,Viktor,Kalista,Thresh,Fizz,Nautilus,TwistedFate,Sivir,Janna,Olaf, Gragas, Alistar,,,Ryze, Azir, Annie,,
185,Vladimir,LeeSin,TwistedFate,Lucian,Nautilus,Rumble,Sejuani,Urgot,Graves,Alistar,Morgana, Gragas, Zed,,,Vi, Kalista, Lulu,,
186,Lulu,Nunu,Corki,KogMaw,Janna,Vladimir,Sejuani,Karthus,Lucian,Nautilus,TwistedFate, Vi, Kalista,,,Morgana, Urgot, Zed,,
187,Rumble,JarvanIV,Ezreal,Sivir,Alistar,Hecarim,Sejuani,Vladimir,Lucian,Janna,Morgana, Urgot, Lulu,,,Kalista, Vi, TwistedFate,,
188,Hecarim,LeeSin,Vladimir,Sivir,Nautilus,Maokai,RekSai,Orianna,Kalista,Thresh,Nunu, Sejuani, Urgot,,,Leona, Rumble, TwistedFate,,
189,Rumble,RekSai,Fizz,Lucian,Janna,Morgana,Vi,Vladimir,Sivir,Leona,TwistedFate, Yasuo, LeeSin,,,Nunu, Sejuani, Urgot,,
190,Shyvana,Nunu,Vladimir,Sivir,Thresh,Hecarim,RekSai,Orianna,Graves,Alistar,TwistedFate, Yasuo, LeeSin,,,Urgot, Fizz, Rumble,,
191,Maokai,RekSai,Orianna,Graves,Morgana,Vladimir,Vi,Zed,Sivir,Leona,TwistedFate, LeeSin, Hecarim,,,Urgot, Fizz, Rumble,,
192,Hecarim,Gragas,Corki,Draven,Morgana,Sion,Sejuani,Lissandra,Lucian,Janna,Vladimir, Lulu, Urgot,,,Nidalee, Kennen, Rumble,,
193,Hecarim,Nunu,Azir,Sivir,Alistar,Maokai,Sejuani,Lissandra,Lucian,Nautilus,Nidalee, Kennen, Rumble,,,Lulu, Vladimir, Urgot,,
194,Hecarim,Sejuani,Corki,Lucian,Nautilus,Sion,Nunu,Lulu,KogMaw,Janna,Vladimir, Urgot, Azir,,,Nidalee, Kennen, Rumble,,
195,Lulu,Sejuani,Urgot,Kalista,Janna,Maokai,Gragas,Corki,Lucian,Braum,Nidalee, Kennen, Rumble,,,Vladimir, Azir, Hecarim,,
196,Hecarim,Gragas,Lissandra,Sivir,Nautilus,Maokai,Sejuani,Lulu,Lucian,Alistar,Vladimir, Azir, Urgot,,,Nidalee, Rumble, Corki,,
197,Lulu,Nidalee,Urgot,Corki,Janna,Shyvana,Nunu,Orianna,Sivir,Nautilus,Rumble, Morgana, TwistedFate,,,Maokai, Sejuani, Hecarim,,
198,Kennen,Nunu,Karthus,Urgot,Nautilus,Lulu,Gragas,Ahri,Jinx,Thresh,Sejuani, Cassiopeia, Sivir,,,Rumble, Morgana, Hecarim,,
199,Gnar,LeeSin,TwistedFate,Sivir,Leona,Maokai,Gragas,Leblanc,Lucian,Thresh,Sejuani, Cassiopeia, Lulu,,,Rumble, Morgana, Hecarim,,
200,Shyvana,Nunu,Lulu,KogMaw,Alistar,Sion,Gragas,Urgot,Corki,Nautilus,Sejuani, Maokai, Thresh,,,Rumble, Morgana, Hecarim,,
201,Gnar,Gragas,Orianna,Kalista,Thresh,Vladimir,RekSai,Zed,Vayne,Nautilus,Maokai, Sion, Urgot,,,Rumble, Hecarim, Morgana,,
202,Rumble,Sejuani,Corki,Twitch,Thresh,Morgana,RekSai,Yasuo,Sivir,Janna,Orianna, Gnar, LeeSin,,,Gragas, Hecarim, Urgot,,
203,Hecarim,RekSai,Azir,Vayne,Janna,Shyvana,Gragas,Kassadin,Corki,Nautilus,Orianna, Gnar, LeeSin,,,Urgot, Sejuani, Rumble,,
204,Sion,Gragas,Ahri,Sivir,Nautilus,Hecarim,Nunu,Leblanc,Corki,Thresh,Orianna, LeeSin, Gnar,,,Rumble, Urgot, Sejuani,,
205,Gnar,Sejuani,Ziggs,Kalista,Janna,Lulu,Nunu,Corki,Lucian,Nautilus,Sion, Maokai, Urgot,,,Orianna, Gragas, Rumble,,
206,Lulu,Gragas,Ahri,Jinx,Nami,Maokai,Sejuani,Urgot,Sivir,Braum,Rumble, Vladimir, Nautilus,,,Thresh, Hecarim, Janna,,
207,Maokai,Gragas,Corki,Lucian,Morgana,Sion,Sejuani,KogMaw,Kalista,Kennen,Thresh, Janna, Urgot,,,Rumble, Hecarim, Nautilus,,
208,Maokai,Sejuani,Urgot,Corki,Kennen,Sion,Gragas,Lulu,Sivir,Braum,Rumble, Vladimir, Nautilus,,,Thresh, Hecarim, Janna,,
209,Vladimir,Zac,Zed,Sivir,Nautilus,Maokai,Vi,Chogath,Kalista,Kennen,Thresh, Urgot, Gragas,,,Rumble, Hecarim, Sejuani,,
210,Shen,Elise,Azir,KogMaw,Janna,Gnar,Ekko,Viktor,Tristana,Alistar,Ahri, Kalista, RekSai,,,Maokai, Nidalee, LeeSin,,
211,Gnar,Nidalee,Kassadin,Lucian,Braum,Shen,Elise,Lulu,KogMaw,Leona,Maokai, LeeSin, Alistar,,,Kalista, Ahri, TwistedFate,,
212,Shen,Elise,Azir,Tristana,Alistar,Gangplank,RekSai,KogMaw,Corki,Thresh,Kalista, Ahri, TwistedFate,,,Maokai, LeeSin, Nidalee,,
213,Shen,Evelynn,Azir,Tristana,Thresh,Olaf,Nidalee,Lulu,Sivir,Braum,Diana, Ahri, Kalista,,,Rumble, Janna, Alistar,,
214,Shen,Elise,Urgot,Tristana,Braum,Olaf,Nidalee,Orianna,Corki,Thresh,Diana, Ahri, Kalista,,,Rumble, Janna, Alistar,,
215,Olaf,Nidalee,Lulu,Jinx,Thresh,Maokai,Elise,Orianna,Ashe,Alistar,Rumble, Shen, Tristana,,,Diana, Kalista, Braum,,
216,Shen,Evelynn,Urgot,Tristana,Janna,Gnar,Elise,Ahri,Sivir,Alistar,Kalista, Olaf, Lulu,,,Rumble, Nidalee, Braum,,
217,Olaf,Ekko,Viktor,Tristana,Braum,Shen,Evelynn,Lulu,KogMaw,Alistar,Azir, Nidalee, Elise,,,TwistedFate, Kalista, Gragas,,
218,Maokai,LeeSin,Lulu,Vayne,Braum,Gnar,Ekko,Orianna,Tristana,Thresh,TwistedFate, Kalista, Alistar,,,Nidalee, Elise, Azir,,
219,Gnar,Ekko,Orianna,Jinx,Alistar,Maokai,LeeSin,Viktor,KogMaw,Braum,Nidalee, Elise, Azir,,,Kalista, TwistedFate, Tristana,,
220,Gnar,Elise,Lulu,KogMaw,Thresh,Maokai,Ekko,Azir,Jinx,Braum,Olaf, Alistar, Rumble,,,Kalista, Nidalee, Janna,,
221,Gnar,Nidalee,Azir,Jinx,Braum,Maokai,Elise,Viktor,Sivir,Alistar,Janna, Kalista, TwistedFate,,,Ekko, Lulu, Olaf,,
222,Nautilus,Gragas,Azir,Vayne,Braum,Maokai,Evelynn,Ahri,Sivir,Alistar,Olaf, Ekko, Elise,,,Kalista, Nidalee, Janna,,
223,Gnar,Ekko,Lulu,Jinx,Thresh,Nautilus,Gragas,Viktor,Twitch,Braum,Kalista, Alistar, Janna,,,Olaf, Nidalee, Azir,,
224,Maokai,Gragas,Orianna,Vayne,Janna,Ryze,LeeSin,Lulu,Ashe,Leona,Elise, KogMaw, Nidalee,,,Kalista, Azir, Alistar,,
225,Shen,Evelynn,Orianna,Ashe,Soraka,Gangplank,Gragas,Lulu,KogMaw,Braum,Vayne, Alistar, Tristana,,,Nidalee, Azir, Kalista,,
226,Sion,Gragas,Orianna,Vayne,Alistar,Malphite,Elise,Lulu,KogMaw,Janna,Nidalee, Soraka, Shen,,,Kalista, Azir, Maokai,,
227,Maokai,Evelynn,Diana,Ashe,Leona,Nautilus,Gragas,Orianna,Lucian,Janna,Vayne, Alistar, Azir,,,Nidalee, Shen, Kalista,,
228,Yasuo,Gragas,Viktor,Tristana,Braum,Gnar,Nidalee,Orianna,KogMaw,Janna,Azir, Maokai, Lulu,,,Kalista, Alistar, Ashe,,
229,Nautilus,Ekko,Yasuo,KogMaw,Alistar,Gnar,Gragas,Viktor,Jinx,Janna,Kalista, Olaf, Tristana,,,Azir, Maokai, Lulu,,
230,Gnar,Ekko,Viktor,Ashe,Braum,Nautilus,Gragas,Yasuo,KogMaw,Janna,Azir, Maokai, Lulu,,,Kalista, Alistar, Tristana,,
231,Rumble,Amumu,Diana,Tristana,Karma,Gnar,Gragas,Viktor,Ashe,Braum,Urgot, Nidalee, Lulu,,,Kalista, Fizz, Azir,,
232,Lulu,Amumu,Yasuo,Tristana,Karma,Gnar,Gragas,Viktor,Ashe,Alistar,Urgot, Nidalee, Braum,,,Kalista, Fizz, Azir,,
233,Maokai,Shyvana,Orianna,Varus,Braum,Gnar,Gragas,Viktor,Ashe,Alistar,Urgot, Nidalee, Lulu,,,Kalista, Azir, Fizz,,
234,Maokai,Khazix,Viktor,Varus,Braum,Gangplank,Gragas,TwistedFate,Ashe,Alistar,Urgot, Nidalee, Lulu,,,Kalista, Azir, Shyvana,,
235,Shen,Elise,Azir,Ashe,Janna,Malphite,LeeSin,Fizz,Tristana,Braum,Urgot, Nidalee, Lulu,,,Kalista, Shyvana, Maokai,,
236,Shen,Gragas,Azir,Sivir,Soraka,Maokai,Elise,Varus,Ashe,Janna,Lulu, Braum, Tristana,,,Kalista, Nidalee, Evelynn,,
237,Gnar,Shyvana,Ahri,Ashe,Karma,Fizz,Elise,Orianna,Sivir,Soraka,Lulu, Nidalee, Shen,,,Azir, Kalista, Braum,,
238,Shen,Evelynn,Orianna,Sivir,Alistar,Rumble,Gragas,Yasuo,Vayne,Morgana,Braum, Tristana, Kalista,,,Nidalee, Soraka, Azir,,
239,Rumble,Gragas,Diana,Vayne,Morgana,Shen,Elise,Yasuo,Sivir,Alistar,Soraka, Nidalee, Lulu,,,Braum, Azir, Kalista,,
240,Lulu,Ekko,Velkoz,Kalista,Janna,Maokai,Elise,Azir,Tristana,Karma,Braum, Gragas, Vayne,,,Soraka, Nidalee, Shen,,
241,Nautilus,Nidalee,Lulu,Vayne,Alistar,Maokai,Gragas,Orianna,Draven,Braum,Rumble, Karma, Elise,,,Kalista, Azir, Gangplank,,
242,Shen,Elise,Diana,Vayne,Braum,Gnar,Gragas,Viktor,Corki,Alistar,Gangplank, Maokai, Lulu,,,Nidalee, Kalista, Azir,,
243,Gnar,Gragas,Viktor,Corki,Alistar,Rumble,Ekko,Orianna,Vayne,Braum,Draven, Maokai, Nidalee,,,Kalista, Azir, Gangplank,,
244,Sion,Nidalee,Viktor,Draven,Morgana,Lulu,RekSai,Orianna,Vayne,Braum,Gangplank, Maokai, Gragas,,,Kalista, Azir, Rumble,,
245,DrMundo,Elise,TwistedFate,Tristana,Alistar,Jax,RekSai,Lissandra,Kalista,Bard,Fiora, Olaf, Gangplank,,,TahmKench, Ryze, Corki,,
246,Ryze,LeeSin,Ekko,MissFortune,Braum,Chogath,RekSai,TwistedFate,Lucian,Janna,Alistar, Fiora, Lissandra,,,TahmKench, Lulu, Gangplank,,
247,Malphite,Kindred,Anivia,Ezreal,Alistar,Fiora,LeeSin,Viktor,Lucian,Janna,TahmKench, Lulu, RekSai,,,Gangplank, Ryze, Elise,,
248,DrMundo,RekSai,Orianna,Kalista,Alistar,Gnar,Elise,Viktor,Lucian,Janna,Kindred, TahmKench, Gangplank,,,Ryze, Lulu, Thresh,,
249,Lulu,Elise,Lissandra,Lucian,Thresh,Trundle,Poppy,Viktor,Kindred,Alistar,Graves, Nidalee, Gangplank,,,Anivia, Fiora, Ryze,,
250,DrMundo,RekSai,Ryze,Lucian,Morgana,Fiora,Elise,Ahri,Kalista,Trundle,TwistedFate, Gangplank, TahmKench,,,Thresh, Alistar, Lulu,,
251,Fiora,Elise,Ahri,Ezreal,Trundle,Jax,Poppy,Lissandra,Lucian,Braum,Lulu, Ryze, RekSai,,,Gangplank, TahmKench, TwistedFate,,
252,TahmKench,RekSai,Syndra,Ezreal,Bard,Gnar,Elise,Orianna,Lucian,Alistar,Graves, Lissandra, Kalista,,,Ryze, Lulu, Gangplank,,
253,Lissandra,RekSai,Anivia,MissFortune,Trundle,Fiora,Elise,TwistedFate,Caitlyn,Alistar,Nidalee, Gangplank, TahmKench,,,Lulu, Ryze, Lucian,,
254,Fiora,Elise,Lulu,Corki,Janna,DrMundo,Nidalee,TwistedFate,Lucian,Alistar,Graves, Poppy, TahmKench,,,RekSai, Gangplank, Ryze,,
255,Lissandra,LeeSin,Lulu,Lucian,Braum,Shen,Nidalee,Ezreal,Kalista,Trundle,Thresh, TahmKench, Alistar,,,Graves, Gangplank, Ryze,,
256,Poppy,LeeSin,Ahri,Caitlyn,Braum,Fiora,Olaf,Lissandra,Corki,Janna,Elise, Lulu, Ryze,,,TahmKench, Graves, Gangplank,,
257,Shen,RekSai,Ryze,Lucian,Bard,Fiora,Elise,Corki,Caitlyn,Alistar,Poppy, Lissandra, Gangplank,,,Graves, TahmKench, Lulu,,
258,TahmKench,Elise,Ahri,Lucian,Alistar,Graves,RekSai,Viktor,Corki,Thresh,Kalista, DrMundo, Ryze,,,Fiora, Gangplank, Poppy,,
259,Poppy,Graves,Syndra,Corki,Braum,Gnar,RekSai,Lux,Ezreal,Alistar,Elise, Ahri, TahmKench,,,Ryze, Gangplank, Fiora,,
260,Maokai,Nidalee,Varus,Corki,Alistar,Lissandra,Rengar,Zed,Lucian,Janna,Elise, Lulu, Fiora,,,TahmKench, Graves, Gangplank,,
261,Gangplank,Elise,Leblanc,Lucian,Trundle,Fiora,Graves,Viktor,Kalista,Alistar,TahmKench, Lulu, Ryze,,,Lissandra, Corki, Bard,,
262,TahmKench,RekSai,Lissandra,Kalista,Janna,Gnar,Elise,Cassiopeia,Caitlyn,Alistar,Nidalee, Graves, Lulu,,,Poppy, Gangplank, Ryze,,
263,Shen,Elise,Ahri,Kalista,Morgana,Gangplank,Nidalee,Varus,Corki,Alistar,Lulu, Lissandra, Lucian,,,Thresh, TahmKench, Graves,,
264,Fiora,RekSai,Lulu,Lucian,Alistar,Poppy,Rengar,Corki,Kalista,Morgana,Elise,,,,,Ryze, Gangplank, Graves,,
265,TahmKench,Nidalee,Corki,Tristana,Braum,Lissandra,RekSai,Viktor,Lucian,Janna,Poppy, Lulu, Elise,,,Gangplank, Alistar, Graves,,
266,Poppy,RekSai,Lux,Caitlyn,Bard,Trundle,Elise,Viktor,Kalista,Alistar,Fiora, Gangplank, Nidalee,,,Lulu, Corki, Graves,,
267,Fiora,RekSai,Corki,Kalista,Morgana,Trundle,Elise,Viktor,Ezreal,Alistar,TahmKench, Poppy, Graves,,,Gangplank, Lissandra, Lulu,,
268,Graves,Poppy,Viktor,Lucian,Soraka,Trundle,Nidalee,Corki,Ezreal,Alistar,Kalista, TahmKench, Lulu,,,Fiora, Janna, Quinn,,
269,TahmKench,Graves,Lux,Lucian,Morgana,Ryze,Elise,Varus,Kalista,Alistar,Gangplank, Fiora, Nidalee,,,Caitlyn, Bard, Lulu,,
270,Poppy,RekSai,Zilean,Lucian,Janna,Graves,Elise,Viktor,Caitlyn,Braum,Lulu, Corki, Lissandra,,,Gangplank, Alistar, TahmKench,,
271,Poppy,Graves,Leblanc,Kalista,Thresh,Lissandra,Nidalee,Gangplank,Corki,Morgana,Ryze, TahmKench, Alistar,,,Lulu, Elise, Bard,,
272,Fiora,LeeSin,Gangplank,Kalista,Alistar,Quinn,Elise,Syndra,Lucian,Janna,Corki, Poppy, Lissandra,,,TahmKench, Lulu, Graves,,
273,Gangplank,RekSai,Leblanc,Caitlyn,Morgana,Kennen,Elise,Corki,Lucian,Thresh,Kalista, TahmKench, Graves,,,Lissandra, Poppy, Fiora,,
274,Poppy,Nidalee,Lissandra,Caitlyn,Bard,Trundle,Graves,Lulu,Lucian,Alistar,Elise, Kindred, Fiora,,,Ryze, Gangplank, Corki,,
275,Fiora,Nidalee,Orianna,Lucian,Morgana,Quinn,RekSai,Ryze,Caitlyn,Poppy,Kalista, Elise, Corki,,,Alistar, Graves, Gangplank,,
276,Ryze,Graves,Zilean,Lucian,Braum,Chogath,Nidalee,Lux,Kalista,Soraka,Quinn, Lissandra, Gangplank,,,Corki, Poppy, Lulu,,
277,Poppy,Graves,Syndra,Lucian,Alistar,Trundle,Elise,Lux,Kalista,Thresh,Lissandra, Nidalee, Gangplank,,,Quinn, Corki, Lulu,,
278,Malphite,RekSai,Leblanc,Corki,Bard,Graves,Nidalee,Lissandra,Ezreal,Morgana,Alistar, Lulu, Ryze,,,Gangplank, Poppy, Janna,,
279,Ekko,RekSai,Lulu,Caitlyn,Janna,Maokai,Elise,Corki,Kalista,Alistar,Poppy, Nidalee, Graves,,,Quinn, Gangplank, Fiora,,
280,Poppy,Nunu,Orianna,Kalista,Morgana,Gangplank,RekSai,Zilean,Lucian,Janna,Corki, Elise, Graves,,,Alistar, Nidalee, Ryze,,
281,Ryze,Nidalee,Orianna,Draven,Braum,Fiora,Kindred,Lulu,Kalista,Alistar,Gangplank, TwistedFate, Graves,,,Poppy, Zilean, Lissandra,,
282,Quinn,Elise,Corki,Lucian,Bard,Ryze,RekSai,Zed,Kalista,Lulu,Poppy, Fiora, Gangplank,,,Nidalee, Graves, Alistar,,
283,Trundle,Nidalee,Lulu,Lucian,Bard,Ryze,Elise,Corki,Kalista,Poppy,Gangplank, Alistar, Fiora,,,,,,,
284,Malphite,Elise,Corki,Caitlyn,Alistar,Quinn,RekSai,Lulu,Kalista,Poppy,Ryze, Braum, Zed,,,Nidalee, Leblanc, TwistedFate,,
285,Malphite,Kindred,Corki,Ezreal,Braum,Fiora,Elise,Leblanc,Lucian,Morgana,Ryze, Kalista, Graves,,,Gangplank, Poppy, Nidalee,,
286,Malphite,Nunu,Corki,Lucian,Morgana,Quinn,RekSai,TwistedFate,Kalista,Alistar,Elise, Lulu, Poppy,,,Nidalee, Gangplank, Jhin,,
287,Nautilus,Graves,Leblanc,Ezreal,Bard,Fiora,Kindred,Zilean,Corki,Alistar,Syndra, Kalista, Lulu,,,Poppy, Gangplank, Nidalee,,
288,Gangplank,RekSai,Lux,Kalista,Soraka,Quinn,Elise,Ahri,Lucian,Janna,Poppy, Corki, Graves,,,Nidalee, Lulu, Fiora,,
289,Malphite,Graves,Corki,Caitlyn,Janna,Maokai,Evelynn,Gangplank,Lucian,Braum,Ryze, Zed, Nidalee,,,Alistar, Kalista, Thresh,,
290,Ryze,RekSai,Viktor,Ashe,Morgana,Fiora,Graves,Lissandra,Kalista,Alistar,Zilean, Nidalee, Lulu,,,Poppy, Gangplank, Corki,,
291,Quinn,Nidalee,Lux,Kalista,Braum,Malphite,LeeSin,Viktor,Jhin,Alistar,Poppy, Corki, Gangplank,,,Soraka, Lulu, Janna,,
292,Nautilus,Graves,Corki,Ezreal,Thresh,Malphite,Elise,Leblanc,Kalista,Alistar,Ryze, Braum, Draven,,,Nidalee, Bard, Poppy,,
293,Poppy,Nidalee,Viktor,Lucian,Braum,Graves,RekSai,Ryze,Corki,Bard,Alistar, Gangplank, Lulu,,,Elise, Kalista, Fiora,,
294,Poppy,Nidalee,Karma,Ezreal,Alistar,Trundle,Kindred,Lulu,Kalista,Bard,Corki, Malphite, Elise,,,Gangplank, KogMaw, Fiora,,
295,Malphite,Gragas,Orianna,Caitlyn,Braum,Ekko,Rumble,Lux,Lucian,Soraka,Fiora, Nidalee, Gangplank,,,Kalista, KogMaw, Lulu,,
296,Poppy,Gragas,Leblanc,KogMaw,Braum,Gangplank,LeeSin,TwistedFate,Kalista,Soraka,Nidalee, Orianna, Malphite,,,Lulu, Fiora, Lissandra,,
297,Poppy,Nidalee,Leblanc,Corki,Braum,Gangplank,Nocturne,Lissandra,Lucian,Alistar,Graves, Nautilus, KogMaw,,,Kalista, Fiora, Lulu,,
298,Poppy,Gragas,Syndra,Ezreal,Alistar,Nautilus,Elise,Corki,Lucian,Braum,Leblanc, Kayle, Gangplank,,,KogMaw, Kalista, Nidalee,,
299,Gangplank,RekSai,Karma,Lucian,Braum,Pantheon,Gragas,Corki,Ezreal,Bard,Fiora, Leblanc, Nidalee,,,Kalista, KogMaw, Lulu,,
300,Malphite,Kindred,Corki,Lucian,Alistar,Quinn,Gragas,Lulu,Caitlyn,Braum,Fiora, Kalista, Gangplank,,,Elise, Nidalee, KogMaw,,
301,Nautilus,Graves,Karma,Ezreal,Alistar,Lulu,LeeSin,TwistedFate,Lucian,Morgana,Gangplank, Malphite, Kalista,,,Fiora, KogMaw, Nidalee,,
302,Poppy,Elise,Lulu,Corki,Braum,Kayle,Gragas,Gangplank,Lucian,Alistar,Malphite, Kalista, Fiora,,,Graves, KogMaw, Nidalee,,
303,Poppy,Udyr,Zilean,Caitlyn,Alistar,Quinn,Gragas,TwistedFate,Kalista,Janna,Fiora, Gangplank, Soraka,,,Nidalee, KogMaw, Lulu,,
304,Malphite,Nidalee,TwistedFate,Lucian,Bard,Nautilus,LeeSin,Corki,KogMaw,Janna,Poppy, Gragas, Lulu,,,Graves, Braum, Kalista,,
305,Malphite,Gragas,Corki,Lucian,Braum,Nautilus,Elise,Orianna,Kalista,Alistar,KogMaw, TwistedFate, Fiora,,,Kayle, Nidalee, Lulu,,
306,Quinn,Gragas,Lux,Lucian,Soraka,Fiora,Udyr,Leblanc,Ezreal,Bard,Kalista, Lulu, Corki,,,Nidalee, KogMaw, TwistedFate,,
307,Poppy,Elise,Zilean,KogMaw,Janna,Fiora,RekSai,Viktor,Kalista,Braum,Lulu, Corki, Gragas,,,Nidalee, Gangplank, Kindred,,
308,Pantheon,Gragas,Leblanc,Lucian,Morgana,Fiora,Elise,Ahri,Ezreal,Alistar,Lulu, Kalista, Corki,,,Gangplank, Nidalee, KogMaw,,
309,Nautilus,Nidalee,Viktor,Kalista,Bard,TahmKench,Gragas,Orianna,KogMaw,Janna,Poppy, Gangplank, Braum,,,Corki, Fiora, Lulu,,
310,Lulu,LeeSin,Leblanc,Lucian,Alistar,Jax,Udyr,Corki,Ezreal,Bard,Kalista, Fiora, Gragas,,,Nidalee, TwistedFate, KogMaw,,
311,Nautilus,LeeSin,Lulu,Lucian,Janna,Gangplank,Elise,Orianna,Ezreal,Alistar,Braum, Fiora, Kalista,,,Nidalee, KogMaw, Corki,,
312,Graves,Nidalee,Lissandra,Lucian,Nautilus,Poppy,Gragas,Viktor,KogMaw,Braum,Corki, Elise, Kindred,,,Kalista, Gangplank, Lulu,,
313,Pantheon,Gragas,Syndra,Ezreal,Soraka,Fiora,Elise,TwistedFate,Lucian,Alistar,Corki, Kayle, Lulu,,,Nidalee, KogMaw, Kalista,,
314,Graves,Elise,Zilean,KogMaw,Braum,Trundle,Gragas,Varus,Corki,Morgana,Jhin, TwistedFate, LeeSin,,,Lulu, Kalista, Nidalee,,
315,Gangplank,RekSai,Corki,Lucian,Soraka,Poppy,Elise,TwistedFate,Sivir,Braum,Nautilus, Graves, Kindred,,,Nidalee, Kalista, Quinn,,
316,Yasuo,Gragas,Leblanc,Kalista,Bard,Nautilus,LeeSin,Corki,Lucian,Braum,Jhin, Poppy, Nidalee,,,Fiora, Udyr, Graves,,
317,Trundle,Kindred,Lulu,KogMaw,Alistar,Graves,Gragas,TwistedFate,Sivir,Braum,Corki, Gangplank, Varus,,,Kalista, Nidalee, Poppy,,
318,Nautilus,Nidalee,Gangplank,Kalista,Alistar,Poppy,Elise,Corki,Jhin,Braum,Kindred, Sivir, Trundle,,,TwistedFate, Lulu, Kayle,,
